CODIGO,ESTACION,COORD_ESTE,COORD_NORTE,MUNICIPIO,ENTIDAD,ALTURA,CATEGORIA,CUENCA,PARAMETRO,VARIABLE ,SENSOR,FECHA,NIVEL_DE_MIRA_MAXIMA_DIARIA H_m,MAXIMA_ALTURA_MENSUAL _DEL_NIVEL_DE_MIRA_MAXIMO_DIARIO H_m,PROMEDIO_DE_ALTURA_MENSUAL_DEL_NIVEL_DE_MIRA_MAXIMO_DIARIO H_m ,MINIMA_ALTURA_MENSUAL_DEL_NIVEL_DE_MIRA_MAXIMO_DIARIO H_m ,MAXIMA_ALTURA_ANUAL_DEL_NIVEL_DE_MIRA_MAXIMO_MENSUAL H_m ,NIVEL_DE_MIRA_PROMEDIO_DIARIO H_m,MAXIMO_ABSOLUTO_MENSUAL_DEL_NIVEL_DE_MIRA_PROMEDIO_DIARIO H_m,DIA_MAXIMO_ABSOLUTO_MENSUAL_DEL_NIVEL_DE_MIRA_PROMEDIO_DIARIO H_m,MINIMO_ABSOLUTO_MENSUAL_DEL_NIVEL_DE_MIRA_PROMEDIO_DIARIO H_m,DIA_MINIMO_ABSOLUTO_MENSUAL_DEL_NIVEL_DE_MIRA_PROMEDIO_DIARIO H_m,MEDIA_MENSUAL_DEL_NIVEL_DE_MIRA_PROMEDIO_DIARIO H_m,MAXIMA_ALTURA_ANUAL_DEL_NIVEL_DE_MIRA_MAXIMO_ABSOLUTO_MENSUALH_m ,PROMEDIO_ALTURA_ANUAL_DEL_NIVEL_DE_MIRA_DE_LA_MEDIA_MENSUAL H_m,MINIMA_ALTURA_ANUAL_DEL_NIVEL_DE_MIRA_MINIMO_ABSOLUTO_MENSUAL H_m ,NIVEL_DE_MIRA_MINIMO_DIARIA H_m,MAXIMA_ALTURA_MENSUAL_DEL_NIVEL_DE_MIRA_MINIMO_DIARIO H_m ,PROMEDIO_DE_ALTURA_MENSUAL_DEL_NIVEL_DE_MIRA_MINIMO_DIARIO H_m ,MINIMA_ALTURA_MENSUAL_DEL_NIVEL_DE_MIRA_MINIMO_DIARIO H_m ,MAXIMA_ALTURA_ANUAL_DEL_NIVEL_DE_MIRA_MAXIMO_MENSUAL H_m 
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,11/01/2017,0.75,1.06,0.82,0.69,1.2,0.74,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.73,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,12/01/2017,0.81,1.06,0.82,0.69,1.2,0.77,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.73,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,13/01/2017,0.8,1.06,0.82,0.69,1.2,0.76,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.73,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,14/01/2017,0.79,1.06,0.82,0.69,1.2,0.74,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.73,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,15/01/2017,0.89,1.06,0.82,0.69,1.2,0.73,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.71,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,16/01/2017,0.91,1.06,0.82,0.69,1.2,0.82,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.77,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,17/01/2017,0.81,1.06,0.82,0.69,1.2,0.76,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.74,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,18/01/2017,1.03,1.06,0.82,0.69,1.2,0.88,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.82,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,19/01/2017,1.06,1.06,0.82,0.69,1.2,0.91,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.83,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,20/01/2017,1.06,1.06,0.82,0.69,1.2,0.88,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.84,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,21/01/2017,0.93,1.06,0.82,0.69,1.2,0.9,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.86,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,22/01/2017,0.85,1.06,0.82,0.69,1.2,0.82,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.81,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,23/01/2017,0.81,1.06,0.82,0.69,1.2,0.8,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.78,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,24/01/2017,0.78,1.06,0.82,0.69,1.2,0.77,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.76,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,25/01/2017,0.77,1.06,0.82,0.69,1.2,0.76,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.75,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,26/01/2017,0.76,1.06,0.82,0.69,1.2,0.75,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.74,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,27/01/2017,0.75,1.06,0.82,0.69,1.2,0.74,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.73,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,28/01/2017,0.74,1.06,0.82,0.69,1.2,0.73,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.73,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,29/01/2017,0.73,1.06,0.82,0.69,1.2,0.73,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.72,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,30/01/2017,0.78,1.06,0.82,0.69,1.2,0.75,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.72,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,31/01/2017,0.74,1.06,0.82,0.69,1.2,0.73,1.06,19,0.68,3,0.77,1.2,0.73,0.56,0.72,0.86,0.74,0.68,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,1/02/2017,0.73,0.73,0.65,0.58,1.2,0.72,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.7,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,2/02/2017,0.71,0.73,0.65,0.58,1.2,0.7,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.69,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,3/02/2017,0.7,0.73,0.65,0.58,1.2,0.68,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.65,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,4/02/2017,0.66,0.73,0.65,0.58,1.2,0.65,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.64,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,5/02/2017,0.65,0.73,0.65,0.58,1.2,0.65,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.64,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,6/02/2017,0.65,0.73,0.65,0.58,1.2,0.64,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.64,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,7/02/2017,0.64,0.73,0.65,0.58,1.2,0.64,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.63,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,8/02/2017,0.64,0.73,0.65,0.58,1.2,0.63,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.63,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,9/02/2017,0.66,0.73,0.65,0.58,1.2,0.64,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.63,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,10/02/2017,0.7,0.73,0.65,0.58,1.2,0.64,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.63,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,11/02/2017,0.67,0.73,0.65,0.58,1.2,0.64,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.63,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,12/02/2017,0.71,0.73,0.65,0.58,1.2,0.66,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.63,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,13/02/2017,0.67,0.73,0.65,0.58,1.2,0.65,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.63,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,14/02/2017,0.66,0.73,0.65,0.58,1.2,0.63,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.6,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,15/02/2017,0.62,0.73,0.65,0.58,1.2,0.61,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.6,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,16/02/2017,0.6,0.73,0.65,0.58,1.2,0.6,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.59,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,17/02/2017,0.6,0.73,0.65,0.58,1.2,0.59,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.59,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,18/02/2017,0.6,0.73,0.65,0.58,1.2,0.59,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.59,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,19/02/2017,0.59,0.73,0.65,0.58,1.2,0.59,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.58,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,20/02/2017,0.62,0.73,0.65,0.58,1.2,0.59,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.58,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,21/02/2017,0.6,0.73,0.65,0.58,1.2,0.59,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.58,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,22/02/2017,0.59,0.73,0.65,0.58,1.2,0.58,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.58,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,23/02/2017,0.59,0.73,0.65,0.58,1.2,0.58,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.58,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,24/02/2017,0.58,0.73,0.65,0.58,1.2,0.57,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.56,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,25/02/2017,0.67,0.73,0.65,0.58,1.2,0.58,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.56,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,26/02/2017,0.7,0.73,0.65,0.58,1.2,0.63,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.59,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,27/02/2017,0.59,0.73,0.65,0.58,1.2,0.58,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.58,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,28/02/2017,0.69,0.73,0.65,0.58,1.2,0.61,0.73,1,0.56,24,0.62,1.2,0.73,0.56,0.58,0.7,0.61,0.56,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,1/03/2017,0.71,1.03,0.82,0.68,1.2,0.67,1.03,6,0.64,2,0.74,1.2,0.73,0.56,0.66,0.76,0.7,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,2/03/2017,0.69,1.03,0.82,0.68,1.2,0.66,1.03,6,0.64,2,0.74,1.2,0.73,0.56,0.64,0.76,0.7,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,3/03/2017,0.86,1.03,0.82,0.68,1.2,0.69,1.03,6,0.64,2,0.74,1.2,0.73,0.56,0.64,0.76,0.7,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,4/03/2017,0.68,1.03,0.82,0.68,1.2,0.67,1.03,6,0.64,2,0.74,1.2,0.73,0.56,0.66,0.76,0.7,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,5/03/2017,0.68,1.03,0.82,0.68,1.2,0.66,1.03,6,0.64,2,0.74,1.2,0.73,0.56,0.66,0.76,0.7,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,6/03/2017,1.03,1.03,0.82,0.68,1.2,0.71,1.03,6,0.64,2,0.74,1.2,0.73,0.56,0.65,0.76,0.7,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,7/03/2017,0.94,1.03,0.82,0.68,1.2,0.74,1.03,6,0.64,2,0.74,1.2,0.73,0.56,0.68,0.76,0.7,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,8/03/2017,0.91,1.03,0.82,0.68,1.2,0.76,1.03,6,0.64,2,0.74,1.2,0.73,0.56,0.68,0.76,0.7,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,9/03/2017,0.89,1.03,0.82,0.68,1.2,0.72,1.03,6,0.64,2,0.74,1.2,0.73,0.56,0.67,0.76,0.7,0.64,0.75
